Trajectories
100
,,ValidationHealthy011:Rdeltoid,,,ValidationHealthy011:RMidArm,,,ValidationHealthy011:RElbRadial,,,ValidationHealthy011:RElbUlna,,,ValidationHealthy011:RMidForeArm,,,ValidationHealthy011:RWrist1,,,ValidationHealthy011:RWrist2,,,ValidationHealthy011:RFingerJoint,,,ValidationHealthy011:LDeltoid,,,ValidationHealthy011:LMidArm,,,ValidationHealthy011:LElbRadial,,,ValidationHealthy011:LElbUlna,,,ValidationHealthy011:LMidForearm,,,ValidationHealthy011:Lwrist1,,,ValidationHealthy011:LWrist2,,,ValidationHealthy011:LFingerJoint,,,ValidationHealthy011:C7,,,ValidationHealthy011:Neck,,,ValidationHealthy011:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,616.364563,214.919098,1087.763794,542.277527,365.249756,881.693298,568.284668,366.623291,729.601807,526.389893,399.224945,800.704712,429.852966,258.859100,814.473877,372.777557,182.551178,764.861328,410.161987,152.912964,824.162231,359.909607,82.665894,811.275391,589.949280,-147.800705,1086.734863,435.274597,-239.631729,940.218628,377.833771,-200.879379,800.708618,353.237274,-259.408264,864.701721,217.857742,-226.491486,842.978882,100.449356,-239.851639,773.224792,107.653557,-167.757507,780.277100,19.719709,-162.149765,787.290894,682.903198,40.730274,1107.827881,527.751099,42.591782,1085.942261,479.549561,34.940662,985.156616
2,0,616.326660,214.871628,1087.744019,542.245361,365.192810,881.692078,568.230591,366.568817,729.585022,526.354431,399.156830,800.689636,429.821625,258.793610,814.459534,372.723267,182.485825,764.845093,410.113373,152.861816,824.131531,359.849976,82.632942,811.279297,589.761353,-147.723206,1086.484985,435.291809,-239.669952,940.204956,377.850494,-200.905533,800.711426,353.264496,-259.464325,864.685425,217.886536,-226.524948,842.986816,100.462395,-239.854111,773.250793,107.671127,-167.773727,780.289063,19.722023,-162.132019,787.289307,682.878479,40.685764,1107.825684,527.729187,42.497051,1085.899170,479.524628,34.868011,985.147949
3,0,616.306580,214.808258,1087.726807,542.210999,365.161011,881.669128,568.166565,366.500580,729.543884,526.294922,399.116180,800.674255,429.772736,258.728241,814.432739,372.681671,182.437897,764.798096,410.068817,152.829620,824.089050,359.801117,82.586090,811.264709,589.772827,-147.786301,1086.474121,435.307953,-239.713806,940.173523,377.861298,-200.955536,800.679504,353.265503,-259.492218,864.665710,217.891037,-226.533661,842.983582,100.463493,-239.852890,773.235352,107.672440,-167.758942,780.280273,19.723202,-162.120667,787.285400,682.839294,40.667564,1107.804077,527.720703,42.418797,1085.827881,479.514893,34.807335,985.127808
4,0,616.295288,214.756073,1087.673340,542.196289,365.100037,881.651978,568.126343,366.489502,729.531616,526.241943,399.076874,800.665283,429.733276,258.653625,814.400574,372.650940,182.378265,764.758545,410.033813,152.768661,824.049744,359.744293,82.539017,811.244995,589.793335,-147.839386,1086.480591,435.335144,-239.774857,940.170349,377.886444,-200.982605,800.670288,353.273071,-259.517426,864.648376,217.901550,-226.557388,842.975891,100.465759,-239.846100,773.203735,107.680519,-167.774933,780.279907,19.726179,-162.138382,787.296997,682.848938,40.600338,1107.797729,527.732178,42.363571,1085.776489,479.522583,34.740959,985.099670
5,0,616.289001,214.704361,1087.622437,542.159790,365.044434,881.644287,568.059875,366.415497,729.494934,526.201355,399.005310,800.632263,429.685120,258.594116,814.347473,372.629181,182.323029,764.696777,410.000549,152.710678,823.980896,359.716553,82.513062,811.192993,589.802795,-147.897934,1086.481323,435.326538,-239.839233,940.146179,377.898773,-201.006638,800.658752,353.286835,-259.543060,864.620178,217.893448,-226.590515,842.940613,100.470985,-239.863159,773.165833,107.687180,-167.791183,780.258972,19.730862,-162.148178,787.294678,682.865295,40.565582,1107.784302,527.753296,42.308598,1085.729614,479.545685,34.660969,985.050110
6,0,616.280823,214.657822,1087.584717,542.141907,364.996674,881.635010,568.022766,366.379761,729.492310,526.180237,398.941498,800.598572,429.639038,258.533813,814.290588,372.604187,182.261551,764.633362,409.984894,152.647507,823.936340,359.692139,82.462929,811.117920,589.809204,-147.961212,1086.496704,435.308960,-239.892639,940.131042,377.894318,-201.014267,800.661011,353.286621,-259.592773,864.605652,217.888016,-226.609222,842.919556,100.464653,-239.864243,773.145813,107.708771,-167.818939,780.249695,19.738424,-162.133270,787.293030,682.829834,40.533195,1107.743774,527.786011,42.231956,1085.677246,479.575226,34.601875,985.001465
7,0,616.275574,214.606461,1087.553589,542.125183,364.953308,881.650696,567.971619,366.304321,729.461609,526.182739,398.848694,800.590454,429.591583,258.502869,814.266418,372.589783,182.231445,764.583740,409.951263,152.611252,823.900818,359.660370,82.428604,811.091187,589.799866,-148.008636,1086.513428,435.293732,-239.941299,940.123352,377.899902,-201.043610,800.671936,353.290283,-259.636108,864.594666,217.872574,-226.630066,842.906250,100.463882,-239.868256,773.150269,107.729240,-167.825592,780.249756,19.751886,-162.134201,787.297913,682.824158,40.503948,1107.731934,527.825317,42.161694,1085.644043,479.596436,34.538414,984.948059
8,0,616.268921,214.549088,1087.521973,542.117493,364.901550,881.619202,567.935913,366.232605,729.434570,526.178833,398.807983,800.581177,429.583862,258.485779,814.226135,372.584412,182.179825,764.533875,409.947113,152.578522,823.846008,359.646759,82.403275,811.039001,589.790955,-148.049530,1086.534180,435.282959,-239.980347,940.121765,377.908112,-201.067032,800.672607,353.310913,-259.665314,864.598755,217.874741,-226.639191,842.912964,100.464905,-239.868729,773.158936,107.745796,-167.831589,780.247559,19.754740,-162.121109,787.290466,682.793396,40.485512,1107.705444,527.842285,42.066708,1085.597412,479.627960,34.486229,984.899658
9,0,616.250183,214.498322,1087.495483,542.105530,364.870148,881.636047,567.943726,366.187744,729.421875,526.185303,398.728821,800.563782,429.592163,258.472198,814.224609,372.590546,182.148682,764.513367,409.942902,152.545853,823.818604,359.645844,82.380768,811.020447,589.814697,-148.109726,1086.540161,435.282074,-240.024460,940.125977,377.903717,-201.121155,800.664063,353.307770,-259.697113,864.609924,217.877609,-226.669327,842.932373,100.462296,-239.868439,773.165649,107.769028,-167.840439,780.262695,19.764595,-162.109833,787.285889,682.751404,40.447887,1107.675171,527.935059,41.986092,1085.362427,479.662445,34.430042,984.836548
