Trajectories
100
,,ValidationHealthy010:Rdeltoid,,,ValidationHealthy010:RMidArm,,,ValidationHealthy010:RElbRadial,,,ValidationHealthy010:RElbUlna,,,ValidationHealthy010:RMidForeArm,,,ValidationHealthy010:RWrist1,,,ValidationHealthy010:RWrist2,,,ValidationHealthy010:RFingerJoint,,,ValidationHealthy010:LDeltoid,,,ValidationHealthy010:LMidArm,,,ValidationHealthy010:LElbRadial,,,ValidationHealthy010:LElbUlna,,,ValidationHealthy010:LMidForearm,,,ValidationHealthy010:Lwrist1,,,ValidationHealthy010:LWrist2,,,ValidationHealthy010:LFingerJoint,,,ValidationHealthy010:C7,,,ValidationHealthy010:Neck,,,ValidationHealthy010:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,287.103455,63.429237,1073.308350,273.098450,159.232269,874.463196,330.905273,139.878616,752.862366,263.206329,183.866150,782.159729,194.938034,108.888962,758.465576,142.465332,11.767927,726.617798,143.142899,-1.441762,791.094543,122.974190,-70.894226,748.604980,313.637543,-214.533295,1082.156616,280.358368,-292.908539,866.345581,238.101456,-301.155853,792.068359,166.448700,-292.784790,781.117859,,,,37.456051,-281.392731,752.651733,39.176003,-226.521881,782.368835,-40.638302,-238.991241,793.237549,334.927155,-65.632645,1095.400513,220.782288,-80.615341,1076.443970,167.816010,-88.766876,964.640564
2,0,287.129181,63.448788,1073.318237,273.088043,159.229568,874.477600,330.873535,139.842377,752.860413,263.204773,183.856354,782.155762,194.939270,108.858116,758.477844,142.436111,11.748878,726.642822,143.114487,-1.446891,791.126892,122.934929,-70.899628,748.659363,313.643402,-214.527695,1082.195557,280.352203,-292.934113,866.400818,238.089279,-301.185242,792.110413,166.448868,-292.809479,781.161560,,,,37.452438,-281.418915,752.676331,39.182819,-226.526947,782.374939,-40.630329,-238.984818,793.247253,334.949005,-65.613632,1095.410645,220.787628,-80.580368,1076.459473,167.793274,-88.735207,964.712524
3,0,287.150391,63.453808,1073.327515,273.081482,159.231659,874.486755,330.870728,139.828293,752.853271,263.179871,183.862534,782.171021,194.922043,108.849373,758.501221,142.417328,11.740678,726.670410,143.092560,-1.465750,791.165894,122.889679,-70.900597,748.699158,313.630341,-214.519562,1082.223389,280.330170,-292.955353,866.451904,238.094513,-301.090332,792.050171,166.429276,-292.822662,781.188416,,,,37.447655,-281.416443,752.684570,39.182297,-226.535309,782.378418,-40.638950,-238.985870,793.256470,334.968231,-65.606087,1095.420654,220.807465,-80.545609,1076.464600,167.782303,-88.714783,964.756226
4,0,287.177277,63.469299,1073.321533,273.087463,159.225098,874.479431,330.862488,139.810455,752.848755,263.165955,183.841003,782.170654,194.901367,108.836662,758.512207,142.391327,11.732161,726.700684,143.083862,-1.460287,791.191406,122.853439,-70.902367,748.732117,313.625763,-214.517120,1082.246216,280.315918,-292.982758,866.498047,238.083328,-301.123932,792.087830,166.423523,-292.854614,781.212036,,,,37.444874,-281.401154,752.683655,39.184208,-226.533371,782.384888,-40.638912,-238.982803,793.257507,334.996063,-65.607292,1095.429565,220.828369,-80.512070,1076.458862,167.779739,-88.720398,964.784241
5,0,287.208221,63.476234,1073.319702,273.078186,159.213943,874.470703,330.855499,139.773132,752.860229,263.154877,183.831116,782.173706,194.869354,108.844795,758.532593,142.344757,11.750990,726.740417,143.045975,-1.457162,791.210938,122.815727,-70.888763,748.739258,313.612488,-214.514801,1082.264038,280.296204,-293.003754,866.521729,238.070541,-301.143555,792.111450,166.401291,-292.865570,781.221558,,,,37.433456,-281.421692,752.694885,39.176815,-226.529572,782.373108,-40.640701,-238.983658,793.251038,335.017242,-65.592094,1095.436768,220.855133,-80.482780,1076.470703,167.753906,-88.718323,964.822388
6,0,287.226593,63.476772,1073.302124,273.058350,159.207397,874.466492,330.828156,139.759323,752.839233,263.129211,183.818481,782.165039,194.853241,108.844955,758.525024,142.313980,11.754181,726.767395,143.017563,-1.444542,791.226563,122.769089,-70.858253,748.746399,313.603394,-214.509003,1082.282959,280.271545,-293.017365,866.537659,238.057892,-301.169922,792.132813,166.371353,-292.876465,781.231262,,,,37.409573,-281.424622,752.707947,39.161427,-226.533478,782.364319,-40.653057,-238.977936,793.242981,335.029388,-65.567581,1095.424683,220.876175,-80.435379,1076.461792,167.744858,-88.682060,964.851685
7,0,287.269592,63.485683,1073.301270,273.047302,159.184235,874.441711,330.807281,139.738235,752.801880,263.125732,183.789963,782.157410,194.835861,108.826004,758.513733,142.283707,11.765268,726.794006,142.984650,-1.424374,791.267700,122.732178,-70.850555,748.771301,313.587830,-214.500702,1082.303345,280.269318,-293.047455,866.572205,238.049622,-301.204407,792.160889,166.350784,-292.901276,781.241516,,,,37.403572,-281.432465,752.717041,39.156685,-226.528076,782.364807,-40.652512,-238.974960,793.250916,335.064301,-65.553558,1095.432983,220.906570,-80.397102,1076.447021,167.710266,-88.633827,964.884827
8,0,287.322357,63.510857,1073.296387,273.063263,159.175827,874.438538,330.770599,139.742020,752.784363,263.116821,183.771500,782.137878,194.791168,108.813629,758.512695,142.248688,11.768559,726.816589,142.959351,-1.421533,791.283691,122.679550,-70.845810,748.787659,313.584198,-214.503479,1082.321411,280.255005,-293.078888,866.601563,238.041794,-301.238190,792.179871,166.339249,-292.925476,781.252930,,,,37.381172,-281.445190,752.714355,39.159824,-226.532257,782.362610,-40.662861,-238.980759,793.250427,335.095184,-65.527756,1095.429932,220.966766,-80.372665,1076.436401,167.711090,-88.630592,964.923828
9,0,287.369141,63.515141,1073.293823,273.072418,159.176712,874.408447,330.733612,139.710419,752.740295,263.094757,183.815857,782.130737,194.763046,108.830589,758.525452,142.213989,11.789960,726.831543,142.920044,-1.398342,791.311890,122.623924,-70.826485,748.825439,313.578247,-214.509369,1082.347412,280.244232,-293.117950,866.640442,238.030136,-301.275696,792.193909,166.316772,-292.945190,781.269043,,,,37.358006,-281.463165,752.727051,39.154556,-226.536499,782.365601,-40.663601,-238.970306,793.252808,335.139923,-65.521103,1095.422607,221.007935,-80.306915,1076.441162,167.722580,-88.613243,964.951904
