Trajectories
100
,,ValidationHealthy001:Rdeltoid,,,ValidationHealthy001:RMidArm,,,ValidationHealthy001:RElbRadial,,,ValidationHealthy001:RElbUlna,,,ValidationHealthy001:RMidForeArm,,,ValidationHealthy001:RWrist1,,,ValidationHealthy001:RWrist2,,,ValidationHealthy001:RFingerJoint,,,ValidationHealthy001:LDeltoid,,,ValidationHealthy001:LMidArm,,,ValidationHealthy001:LElbRadial,,,ValidationHealthy001:LElbUlna,,,ValidationHealthy001:LMidForearm,,,ValidationHealthy001:Lwrist1,,,ValidationHealthy001:LWrist2,,,ValidationHealthy001:LFingerJoint,,,ValidationHealthy001:C7,,,ValidationHealthy001:Neck,,,ValidationHealthy001:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,492.125580,111.335152,1022.625916,456.366516,237.631912,871.248535,,,,447.436676,295.963928,778.749451,387.916473,184.901886,769.157532,352.811951,89.796021,739.028931,405.260223,72.460884,781.658203,368.320129,-5.404305,797.366394,536.841064,-153.389542,1034.944092,495.190887,-278.099884,889.806824,479.096619,-290.205933,742.189148,463.700165,-338.288239,801.897156,350.799438,-321.939148,799.696045,240.654099,-339.277039,744.671875,242.323166,-269.630707,761.452820,164.848633,-286.787537,771.005005,579.055664,-6.552554,1070.867554,463.331696,-33.892094,1038.102539,422.946289,-34.377632,934.267761
2,0,492.036438,111.273079,1022.709473,456.276062,237.600998,871.384338,,,,447.379791,295.985870,778.919556,387.866913,184.945068,769.241394,352.787323,89.828964,739.044250,405.188904,72.468071,781.642822,368.275940,-5.366957,797.388184,536.812988,-153.431412,1034.957397,495.214905,-278.143433,889.789551,479.108093,-290.227783,742.174255,463.716370,-338.342621,801.893250,350.799713,-321.970825,799.687012,240.664627,-339.309021,744.700500,242.329224,-269.644379,761.457825,164.859741,-286.792389,771.007813,579.004944,-6.606081,1070.889282,463.286621,-33.971352,1038.103271,422.859833,-34.407158,934.299438
3,0,491.979248,111.193138,1022.784241,456.202881,237.605209,871.532166,,,,447.302124,296.003418,779.084534,387.792603,184.969009,769.328491,352.752441,89.840034,739.066956,405.103363,72.475014,781.635864,368.247406,-5.342858,797.403809,536.765991,-153.444519,1034.945679,495.226440,-278.189514,889.759399,479.089722,-290.251862,742.130005,463.721283,-338.378510,801.855225,350.804810,-322.006622,799.656494,240.651123,-339.281555,744.658142,242.336121,-269.650970,761.459778,164.859634,-286.796906,771.003845,578.955383,-6.670065,1070.920776,463.255463,-34.062977,1038.113892,422.797760,-34.463173,934.304321
4,0,491.916260,111.102180,1022.873047,456.150787,237.571152,871.683472,,,,447.239014,296.035522,779.270142,387.753815,184.996689,769.453796,352.727264,89.858299,739.116150,405.085541,72.489731,781.702698,368.211914,-5.330829,797.422729,536.747070,-153.526489,1034.937622,495.240662,-278.252319,889.746582,479.098572,-290.294922,742.104553,463.732849,-338.456177,801.846436,350.813538,-322.063293,799.652283,240.664490,-339.322144,744.697571,242.345169,-269.675751,761.475464,164.868546,-286.812073,771.005371,578.913086,-6.733776,1070.949707,463.228607,-34.161518,1038.125732,422.739685,-34.516651,934.324463
5,0,491.880249,111.015160,1022.938477,456.096893,237.555679,871.835266,,,,447.153595,296.070007,779.476501,387.690063,185.013123,769.562805,352.693787,89.901939,739.166565,404.961670,72.497299,781.669983,368.172516,-5.301470,797.443176,536.729187,-153.604919,1034.938965,495.240662,-278.292023,889.723328,479.091064,-290.318573,742.084717,463.751343,-338.503510,801.807800,350.817444,-322.116211,799.631714,240.657135,-339.338257,744.694580,242.355331,-269.683136,761.485779,164.863113,-286.816742,771.019104,578.896729,-6.803095,1070.979858,463.192352,-34.220417,1038.123535,422.666779,-34.566875,934.377075
6,0,491.844482,110.947243,1023.046021,456.027222,237.532242,872.015625,,,,447.089508,296.069733,779.677002,387.609894,185.054459,769.707458,352.651123,89.905617,739.231812,404.951141,72.499680,781.797546,368.147827,-5.292324,797.475220,536.702087,-153.678604,1034.955078,495.216980,-278.344818,889.709290,479.093384,-290.383484,742.111145,463.745514,-338.571808,801.792542,350.830994,-322.175629,799.627319,240.646973,-339.322174,744.676392,242.374649,-269.718109,761.522034,164.861603,-286.825562,771.048950,578.863708,-6.867792,1071.006226,463.170929,-34.273270,1038.139160,422.624847,-34.635094,934.403198
7,0,491.811554,110.865555,1023.137695,455.984222,237.493240,872.184021,,,,446.982025,296.108887,779.881348,387.557709,185.061127,769.838440,352.632599,89.901382,739.271790,404.899780,72.531555,781.875610,368.096344,-5.269453,797.497375,536.703491,-153.759995,1034.954346,495.196289,-278.387299,889.689331,479.103607,-290.392792,742.103577,463.751251,-338.609680,801.752563,350.828674,-322.233124,799.623169,240.643539,-339.332458,744.661011,242.375259,-269.739014,761.545776,164.845459,-286.851868,771.069763,578.848328,-6.933339,1071.037109,463.164459,-34.350391,1038.136353,422.579803,-34.684658,934.445557
8,0,491.796936,110.776604,1023.227600,455.907135,237.458954,872.339294,,,,446.890503,296.131317,780.095215,387.461426,185.083633,769.947815,352.580353,89.931572,739.311340,404.826202,72.590065,781.936890,368.029541,-5.242217,797.518494,536.701355,-153.812729,1034.933960,495.159851,-278.435394,889.667236,479.109528,-290.432678,742.119385,463.740662,-338.665894,801.731079,350.820862,-322.278625,799.605042,240.634857,-339.348114,744.669434,242.377747,-269.762726,761.573730,164.838272,-286.852051,771.090027,578.805786,-6.988387,1071.051147,463.143036,-34.410450,1038.136475,422.545258,-34.748260,934.473267
9,0,491.767273,110.685463,1023.290039,455.824951,237.406921,872.526794,,,,446.800507,296.160126,780.340637,387.365723,185.128372,770.080139,352.533783,89.964333,739.343201,404.727386,72.581703,781.944641,368.052673,-5.545319,797.244324,536.770874,-153.896744,1034.894287,495.126709,-278.475220,889.647705,479.076813,-290.464508,742.089844,463.735901,-338.701996,801.705322,350.817047,-322.319061,799.597656,240.619522,-339.382904,744.681213,242.379379,-269.785919,761.575195,164.822479,-286.838745,771.086182,578.762207,-7.035092,1071.067261,463.127014,-34.508152,1038.148438,422.502411,-34.786072,934.506897
