Trajectories
100
,,ValidationHealthy001:Rdeltoid,,,ValidationHealthy001:RMidArm,,,ValidationHealthy001:RElbRadial,,,ValidationHealthy001:RElbUlna,,,ValidationHealthy001:RMidForeArm,,,ValidationHealthy001:RWrist1,,,ValidationHealthy001:RWrist2,,,ValidationHealthy001:RFingerJoint,,,ValidationHealthy001:LDeltoid,,,ValidationHealthy001:LMidArm,,,ValidationHealthy001:LElbRadial,,,ValidationHealthy001:LElbUlna,,,ValidationHealthy001:LMidForearm,,,ValidationHealthy001:Lwrist1,,,ValidationHealthy001:LWrist2,,,ValidationHealthy001:LFingerJoint,,,ValidationHealthy001:C7,,,ValidationHealthy001:Neck,,,ValidationHealthy001:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,482.871277,98.874931,1021.371826,446.097412,224.968307,870.620483,,,,436.013092,284.114471,778.903870,372.148560,175.444748,768.324097,337.272583,77.392937,735.798523,384.575928,62.605217,784.895813,355.496918,-19.593794,793.357727,534.226563,-160.274002,1035.618164,499.805328,-281.605316,887.250671,484.975098,-288.595764,738.443176,470.321808,-339.376495,793.129089,355.853516,-332.071442,794.679688,245.012466,-342.900879,747.755188,247.775818,-273.357819,764.668030,170.569427,-285.320007,768.743774,568.589661,-17.710814,1072.903687,454.480499,-44.783073,1034.635010,418.753510,-45.491558,929.462708
2,0,482.875092,98.882385,1021.379944,446.103119,224.973846,870.622742,,,,436.028168,284.125275,778.900757,372.149261,175.440063,768.317749,337.249451,77.393166,735.812195,384.569427,62.612152,784.910828,355.470459,-19.599796,793.371826,534.228638,-160.291885,1035.632813,499.798096,-281.609894,887.252747,483.343872,-286.828613,740.214905,470.318207,-339.364227,793.116821,355.854584,-332.065887,794.682983,245.004074,-342.899017,747.750488,247.782516,-273.354889,764.679443,170.561356,-285.303772,768.743042,568.601746,-17.711086,1072.909546,454.496948,-44.765095,1034.645142,418.735779,-45.489357,929.497864
3,0,482.869232,98.901825,1021.383667,447.285217,222.200424,869.994873,,,,436.036530,284.131287,778.921448,372.129547,175.458786,768.315491,337.240845,77.401466,735.812439,384.549408,62.613056,784.912354,355.443542,-19.605507,793.379150,534.241516,-160.301651,1035.637329,499.801056,-281.607697,887.248718,483.317963,-286.824158,740.172607,470.320465,-339.363617,793.118164,355.854492,-332.058197,794.678589,245.010498,-342.905029,747.773987,247.790939,-273.346191,764.668335,170.563126,-285.305389,768.742065,568.610657,-17.683861,1072.892090,454.506561,-44.749443,1034.645508,418.723694,-45.499378,929.519409
4,0,482.868958,98.885254,1021.380310,447.282745,222.212128,870.001465,,,,436.008270,284.142670,778.911072,372.149628,175.448242,768.315674,337.241760,77.408836,735.820068,384.546204,62.605770,784.924683,355.422943,-19.594872,793.389343,534.235901,-160.286423,1035.630859,499.807190,-281.607452,887.229614,483.298187,-286.823761,740.168213,470.326111,-339.353577,793.114502,355.857147,-332.056274,794.676208,245.021927,-342.920319,747.788757,247.783844,-273.347504,764.662415,170.560226,-285.298096,768.742004,568.629944,-17.689526,1072.885742,454.519867,-44.744106,1034.651245,418.711182,-45.483784,929.531189
5,0,482.894745,98.903267,1021.392822,446.113922,224.917892,870.620361,,,,436.034332,284.133240,778.904419,372.139984,175.441650,768.321045,337.240845,77.398659,735.826538,384.530731,62.617577,784.942444,355.394257,-19.571554,793.417847,534.245789,-160.293381,1035.640259,499.813385,-281.605286,887.210022,483.366699,-286.828247,740.157349,470.330933,-339.365875,793.108093,355.851257,-332.060883,794.667419,245.014008,-342.920410,747.782349,247.787186,-273.342163,764.644226,170.554611,-285.302277,768.740540,568.626404,-17.649748,1072.890625,454.520630,-44.732910,1034.657471,418.690582,-45.495514,929.569214
6,0,482.895325,98.920258,1021.406799,446.138123,224.871658,870.611389,,,,436.049072,284.139252,778.916809,372.138336,175.437500,768.319153,337.241455,77.401863,735.846619,384.521027,62.637314,784.965942,355.391235,-19.546257,793.429321,534.242126,-160.309113,1035.656982,499.825256,-281.593964,887.202698,484.914093,-288.548157,738.468689,470.323792,-339.368896,793.111694,355.855286,-332.058960,794.675476,245.016815,-342.918793,747.776978,247.794479,-273.356720,764.646240,170.539627,-285.292023,768.739563,568.642761,-17.629925,1072.899170,454.541351,-44.731403,1034.662720,418.681549,-45.492603,929.588196
7,0,482.907776,98.944237,1021.425598,446.166321,224.833633,870.612061,,,,436.048676,284.141418,778.926453,372.135406,175.421631,768.333679,337.233948,77.384270,735.873840,384.502808,62.643112,784.999023,355.355865,-19.549932,793.462708,534.236023,-160.298706,1035.657471,499.836273,-281.591980,887.199524,484.924133,-288.549408,738.513428,470.323395,-339.379913,793.116699,355.861084,-332.073578,794.689453,245.003464,-342.910217,747.755920,247.807800,-273.364136,764.655273,170.535217,-285.296539,768.750366,568.645813,-17.610155,1072.900879,454.553253,-44.728424,1034.676147,418.670349,-45.487022,929.608398
8,0,482.901459,98.946930,1021.437866,446.176331,224.837097,870.630615,,,,436.072113,284.156555,778.943176,372.114105,175.444122,768.344910,337.236237,77.375092,735.891479,384.477478,62.660896,785.021240,355.325226,-19.538137,793.493469,534.229919,-160.301056,1035.672485,499.844330,-281.585724,887.204041,485.141968,-288.580566,738.682129,470.318298,-339.385376,793.125244,355.856903,-332.079010,794.696899,245.007065,-342.914063,747.745544,247.800003,-273.387756,764.642395,170.529739,-285.292664,768.758850,568.653687,-17.582050,1072.914917,454.566742,-44.719105,1034.681396,418.649780,-45.474407,929.635498
9,0,482.909393,98.957565,1021.434326,446.170410,224.841171,870.631348,,,,436.047882,284.165497,778.950012,372.099915,175.444000,768.348694,337.231262,77.372337,735.913757,384.457001,62.680008,785.035400,355.316711,-19.513117,793.500244,534.217041,-160.290680,1035.690430,499.836487,-281.572571,887.200867,483.566925,-287.030884,740.035095,470.316467,-339.394714,793.139282,355.857025,-332.086548,794.690613,245.008072,-342.915131,747.738464,247.807541,-273.392639,764.628845,170.524338,-285.297363,768.760864,568.646790,-17.563555,1072.911255,454.579834,-44.711800,1034.686523,418.645935,-45.474545,929.674438
