Trajectories
100
,,ValidationHealth004:Rdeltoid,,,ValidationHealth004:RMidArm,,,ValidationHealth004:RElbRadial,,,ValidationHealth004:RElbUlna,,,ValidationHealth004:RMidForeArm,,,ValidationHealth004:RWrist1,,,ValidationHealth004:RWrist2,,,ValidationHealth004:RFingerJoint,,,ValidationHealth004:LDeltoid,,,ValidationHealth004:LMidArm,,,ValidationHealth004:LElbRadial,,,ValidationHealth004:LElbUlna,,,ValidationHealth004:LMidForearm,,,ValidationHealth004:Lwrist1,,,ValidationHealth004:LWrist2,,,ValidationHealth004:LFingerJoint,,,ValidationHealth004:C7,,,ValidationHealth004:Neck,,,ValidationHealth004:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,296.524597,204.295410,1110.868408,264.754822,298.011627,918.077637,,,,274.338470,369.060669,798.825378,212.514221,246.266312,783.802063,205.164551,122.801338,732.962524,214.995285,102.718552,811.681946,196.722626,13.789537,780.486511,319.584595,-184.500732,1115.928101,284.303284,-265.421906,913.669678,290.984100,-224.033768,753.208252,272.791107,-300.482880,803.501831,147.936432,-232.616364,813.906799,28.672207,-270.944458,759.071960,26.049351,-193.441238,783.396240,-54.949314,-214.097473,808.477844,245.514160,-1.030434,1110.636230,,,,230.392990,4.500709,971.783325
2,0,296.540833,204.260681,1110.866089,264.768738,298.000519,918.090027,,,,274.369507,369.052246,798.830994,212.533508,246.232071,783.793457,205.164658,122.820419,732.967346,215.000458,102.708160,811.693726,196.748352,13.734050,780.495850,319.576141,-184.519485,1115.905884,284.289093,-265.442078,913.653503,290.987396,-224.067780,753.205750,272.780731,-300.509460,803.493774,147.939026,-232.625931,813.899353,28.665020,-270.957092,759.067261,26.042587,-193.450562,783.398621,-54.949677,-214.105911,808.483154,245.522369,-1.034804,1110.640625,,,,230.372894,4.493044,971.780396
3,0,296.550751,204.233551,1110.852417,264.800751,297.998535,918.065918,,,,274.413422,369.045563,798.832336,212.544540,246.268570,783.787598,205.174011,122.828011,732.978577,217.432495,99.596855,811.057190,196.559586,14.080840,780.488342,319.567535,-184.542953,1115.888062,284.284851,-265.471832,913.636230,290.998779,-224.100922,753.190430,272.781830,-300.536621,803.473633,147.948227,-232.655197,813.885559,28.660812,-270.956879,759.056763,26.043972,-193.459167,783.392151,-54.948746,-214.105042,808.476685,245.514801,-1.060987,1110.629639,,,,230.365814,4.486459,971.780945
4,0,296.545349,204.200195,1110.829346,264.814209,297.997375,918.069153,,,,274.453217,369.035095,798.827881,212.564423,246.250473,783.789124,205.156631,122.839951,732.977417,217.429703,99.602745,811.067566,196.542328,14.108797,780.499817,319.550201,-184.559799,1115.878052,284.285828,-265.493500,913.616089,290.966949,-224.097122,753.159851,272.773254,-300.551300,803.452698,147.939575,-232.668457,813.890564,28.659298,-270.957001,759.045288,26.047356,-193.463318,783.390137,-54.951256,-214.110489,808.476990,245.519455,-1.053519,1110.621094,,,,230.352676,4.490720,971.785583
5,0,296.555969,204.180405,1110.808228,264.841675,297.962585,918.068115,,,,274.490509,369.002228,798.825684,212.598831,246.243073,783.804749,205.134003,122.837997,732.997009,217.406403,99.608505,811.062195,196.530334,14.105527,780.507935,319.538300,-184.577744,1115.855591,284.283600,-265.522888,913.591614,290.977356,-224.131958,753.150146,272.778015,-300.579132,803.432251,147.946289,-232.697632,813.878418,28.654263,-270.964813,759.037964,26.045891,-193.482376,783.377197,-54.957783,-214.115936,808.474609,245.518234,-1.078519,1110.614136,,,,230.329010,4.503483,971.778381
6,0,296.586517,204.157990,1110.825806,264.873352,297.940033,918.059631,,,,274.541382,368.990265,798.828857,212.603348,246.271637,783.828796,205.133011,122.817429,733.009521,217.391861,99.614212,811.069580,196.543060,14.072392,780.514221,319.538269,-184.617249,1115.847656,284.280762,-265.544312,913.578003,290.981781,-224.144760,753.147217,272.782074,-300.606110,803.414551,147.962341,-232.747757,813.882507,28.658068,-270.987823,759.047180,26.048059,-193.503922,783.375854,-54.955822,-214.132401,808.475891,245.511978,-1.088654,1110.613525,,,,230.333008,4.470351,971.803406
7,0,296.585236,204.149460,1110.847046,264.913574,297.915894,918.065369,,,,274.566650,368.961884,798.835144,212.638046,246.217987,783.826843,205.144897,122.813026,733.020691,217.367661,99.590828,811.071594,196.532959,14.059104,780.512573,319.537689,-184.638443,1115.848633,284.272980,-265.560516,913.564514,291.003174,-224.160675,753.146851,272.783875,-300.622437,803.400879,147.981796,-232.769867,813.892395,28.654503,-270.998169,759.036011,26.040556,-193.524811,783.371460,-54.958191,-214.142426,808.487671,245.500031,-1.104280,1110.607056,,,,230.326035,4.477917,971.789001
8,0,296.586639,204.148483,1110.849854,264.932861,297.894775,918.075256,,,,274.589020,368.955750,798.852661,212.669052,246.174927,783.824829,205.175232,122.821175,733.016296,217.377213,99.575912,811.059326,196.532089,14.031281,780.500488,319.525116,-184.679993,1115.848267,284.273834,-265.571350,913.556091,290.995026,-224.152481,753.138245,272.790344,-300.648895,803.400085,147.994324,-232.813843,813.898315,28.666092,-271.002686,759.030518,26.034451,-193.531143,783.371887,-54.955334,-214.144653,808.488525,245.491608,-1.129179,1110.596436,,,,230.338821,4.470045,971.788818
9,0,296.595276,204.129929,1110.835571,264.955750,297.856354,918.062744,,,,274.636261,368.893066,798.838684,212.677277,246.260406,783.821411,205.182175,122.788376,732.990601,217.397400,99.556648,811.041687,196.511902,14.072108,780.464294,319.526398,-184.708557,1115.854004,284.263794,-265.586212,913.534424,290.993011,-224.142258,753.111938,272.797424,-300.658722,803.381226,148.006241,-232.843536,813.904053,28.667099,-271.016815,759.033081,26.038755,-193.527740,783.356445,-54.955109,-214.154724,808.487732,245.496613,-1.151652,1110.573120,,,,230.327606,4.465786,971.769165
10,0,296.586090,204.111984,1110.835449,264.964417,297.842072,918.061646,,,,274.647491,368.848694,798.827087,212.723328,246.156479,783.777222,205.213531,122.768715,732.960449,217.393906,99.523422,811.020996,196.497345,14.085666,780.427002,319.516785,-184.746704,1115.853271,284.263611,-265.594177,913.507935,290.978973,-224.133987,753.106323,272.808899,-300.667572,803.362793,148.016739,-232.872009,813.901367,28.659740,-271.013916,759.018860,26.038179,-193.537460,783.348816,-54.958454,-214.151001,808.482056,245.498016,-1.201922,1110.551147,,,,230.342484,4.439642,971.741333
11,0,296.594452,204.100327,1110.837402,264.980591,297.813934,918.058838,,,,274.668213,368.803925,798.815308,212.730682,246.139633,783.754089,205.224777,122.748283,732.934021,217.447098,99.473213,811.007141,196.501755,14.026232,780.403381,319.502930,-184.759140,1115.847900,284.262970,-265.614105,913.499207,290.988159,-224.129257,753.092957,272.798157,-300.674286,803.343506,148.034180,-232.861420,813.905884,28.653662,-271.022705,759.017517,26.036798,-193.542709,783.334351,-54.956757,-214.150070,808.483032,245.498718,-1.200344,1110.530762,,,,230.345612,4.403183,971.717651
