Trajectories
100
,,ValidationHealth004:Rdeltoid,,,ValidationHealth004:RMidArm,,,ValidationHealth004:RElbRadial,,,ValidationHealth004:RElbUlna,,,ValidationHealth004:RMidForeArm,,,ValidationHealth004:RWrist1,,,ValidationHealth004:RWrist2,,,ValidationHealth004:RFingerJoint,,,ValidationHealth004:LDeltoid,,,ValidationHealth004:LMidArm,,,ValidationHealth004:LElbRadial,,,ValidationHealth004:LElbUlna,,,ValidationHealth004:LMidForearm,,,ValidationHealth004:Lwrist1,,,ValidationHealth004:LWrist2,,,ValidationHealth004:LFingerJoint,,,ValidationHealth004:C7,,,ValidationHealth004:Neck,,,ValidationHealth004:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,302.702209,215.153564,1121.997070,271.659332,307.323608,928.406128,,,,277.597626,374.090027,806.105103,209.382782,254.142075,788.370850,196.072662,133.918900,731.918335,201.875275,112.083481,811.319702,182.157654,24.678827,776.843262,296.365051,-173.880432,1115.702393,275.486389,-257.295135,913.790771,287.566467,-219.325027,752.683594,270.021729,-294.879272,805.008301,145.037659,-227.623581,814.685242,26.245749,-269.439850,763.835449,24.071030,-190.478668,784.732788,-60.417835,-208.885040,804.368713,227.170990,15.298285,1120.562378,,,,212.481094,24.318207,981.156311
2,0,302.760162,215.134476,1121.996460,271.757446,307.351990,928.433594,,,,277.694122,374.114410,806.126526,209.446548,254.160675,788.370544,196.118927,133.957489,731.947510,201.916916,112.113365,811.324036,182.192963,24.683613,776.858154,296.359467,-173.886551,1115.690796,275.444427,-257.313416,913.809265,287.572021,-219.413376,752.722168,270.000366,-294.932343,805.033997,145.220169,-227.796646,815.006897,26.229931,-269.441376,763.841370,24.079268,-190.489243,784.736145,-60.414944,-208.880020,804.372498,227.214935,15.275714,1120.520386,,,,212.536255,24.333603,981.147461
3,0,302.799316,215.113464,1121.989990,271.846771,307.387482,928.461060,,,,277.783142,374.141418,806.144043,209.492401,254.244690,788.353516,196.185532,133.964569,731.953857,201.926544,112.163589,811.301575,182.852997,23.205877,776.837769,296.339905,-173.906769,1115.701050,275.403656,-257.332672,913.817932,287.572754,-219.460098,752.729309,269.984802,-294.974976,805.060364,145.224533,-227.773972,815.000305,26.221535,-269.453125,763.847778,24.085316,-190.491974,784.748901,-60.412655,-208.876846,804.376770,227.266052,15.194170,1120.473999,,,,212.577560,24.339424,981.135437
4,0,302.860779,215.091614,1121.977051,271.923859,307.380493,928.461853,,,,277.877808,374.138550,806.143372,209.595108,254.193222,788.270203,196.300568,133.966400,731.929138,201.958450,112.160362,811.290527,182.883896,23.226320,776.811279,296.319946,-173.940018,1115.686279,275.374023,-257.354279,913.809509,287.541504,-219.488174,752.700439,269.979492,-295.010071,805.065857,145.224548,-227.799179,814.998901,26.225410,-269.466431,763.853699,24.072742,-190.485474,784.738647,-60.416439,-208.864105,804.374451,227.297089,15.106710,1120.437012,,,,212.613586,24.327827,981.114075
5,0,302.900299,215.070084,1121.947388,272.037231,307.367554,928.458679,,,,277.989410,374.093994,806.125793,209.686600,254.179184,788.182129,196.345856,133.956284,731.905090,202.006561,112.180824,811.252441,182.904968,23.244143,776.791748,296.296539,-173.936478,1115.663086,275.341797,-257.366394,913.786560,287.569031,-219.516953,752.691223,269.965149,-295.039398,805.050110,145.042801,-227.663971,814.674805,26.215385,-269.459747,763.848938,24.072823,-190.492111,784.704956,-60.418903,-208.853271,804.367920,227.313095,15.137803,1120.388550,,,,212.636093,24.327740,981.084106
6,0,302.991119,215.042847,1121.947021,272.166168,307.330475,928.433350,,,,278.110992,374.027863,806.099854,209.765411,254.183975,788.164124,196.410980,133.933746,731.875427,202.064255,112.171936,811.236206,182.921936,23.230576,776.776550,296.284454,-173.957809,1115.646484,275.328979,-257.380768,913.762634,287.579315,-219.562790,752.691772,269.948547,-295.068420,805.034485,145.062180,-227.682968,814.669373,26.209244,-269.462769,763.841003,24.079203,-190.504761,784.698608,-60.418556,-208.842026,804.361145,227.337723,15.131620,1120.348633,,,,212.067383,24.032043,981.036865
7,0,303.053955,215.019363,1121.925903,272.268250,307.295807,928.413391,,,,278.258057,373.985901,806.058105,209.873108,254.157608,788.130066,196.476898,133.923950,731.852722,202.105438,112.173645,811.231323,182.949158,23.222408,776.753235,296.274384,-173.985260,1115.639404,275.320831,-257.404053,913.746704,287.573608,-219.569107,752.670837,269.950775,-295.087585,805.019470,145.339249,-228.331451,814.691467,26.203514,-269.460754,763.834839,24.094307,-190.516174,784.689331,-60.420906,-208.831741,804.360413,227.368607,15.042992,1120.317749,,,,212.112778,24.033880,981.025574
8,0,303.107941,215.003830,1121.922241,272.378601,307.260468,928.384521,,,,278.405487,373.913452,806.025879,209.957443,254.107895,788.155090,196.539459,133.887329,731.856995,202.153000,112.175346,811.228638,182.973999,23.200438,776.757324,296.260406,-174.020477,1115.641113,275.332245,-257.428406,913.726868,287.583679,-219.581558,752.661377,269.951721,-295.098755,804.987061,145.301697,-228.297684,814.617615,26.207382,-269.470093,763.838013,24.096485,-190.530243,784.679138,-60.425133,-208.839417,804.363647,227.388229,15.022944,1120.298706,,,,212.700363,24.315718,981.047180
9,0,303.171234,214.983627,1121.888062,272.502838,307.257172,928.340576,,,,278.575195,373.841736,805.979980,210.055359,254.101990,788.153564,196.646042,133.889511,731.854065,202.206894,112.163574,811.216797,183.000275,23.172234,776.761475,296.238922,-174.041779,1115.630493,275.342438,-257.444916,913.697510,287.565399,-219.558838,752.634521,269.956482,-295.105713,804.960876,145.559433,-228.486115,814.985291,26.206465,-269.472107,763.833130,24.095469,-190.542221,784.673462,-60.420193,-208.844391,804.368103,227.418564,15.000229,1120.256104,,,,212.190628,24.036959,981.012390
