Trajectories
100
,,ValidationHealth004:Rdeltoid,,,ValidationHealth004:RMidArm,,,ValidationHealth004:RElbRadial,,,ValidationHealth004:RElbUlna,,,ValidationHealth004:RMidForeArm,,,ValidationHealth004:RWrist1,,,ValidationHealth004:RWrist2,,,ValidationHealth004:RFingerJoint,,,ValidationHealth004:LDeltoid,,,ValidationHealth004:LMidArm,,,ValidationHealth004:LElbRadial,,,ValidationHealth004:LElbUlna,,,ValidationHealth004:LMidForearm,,,ValidationHealth004:Lwrist1,,,ValidationHealth004:LWrist2,,,ValidationHealth004:LFingerJoint,,,ValidationHealth004:C7,,,ValidationHealth004:Neck,,,ValidationHealth004:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,295.230499,205.248917,1114.809692,264.983429,297.899170,919.550476,,,,275.580017,362.085571,796.827393,209.561035,240.157944,793.437622,194.802444,114.261887,753.210693,209.641525,100.070450,833.058411,188.111450,9.903756,811.395691,315.647156,-185.737488,1113.190796,282.620087,-265.174866,910.102905,288.342651,-223.200958,749.758789,271.156097,-299.637085,800.384277,146.794113,-232.285934,813.811157,26.660616,-271.134064,762.099792,25.366621,-193.121063,785.557312,-59.459919,-209.615311,803.625366,242.823822,-0.317199,1113.509521,,,,224.759781,5.771599,974.530823
2,0,295.335754,205.222870,1114.806396,265.145569,297.900330,919.536377,,,,275.722870,362.103455,796.812256,209.663895,240.215363,793.424988,194.909485,114.254921,753.187439,209.732468,100.088280,833.017212,188.225784,9.898590,811.370728,315.631134,-185.759460,1113.192993,282.614075,-265.205322,910.116455,288.334686,-223.218231,749.756897,271.142914,-299.669281,800.397888,147.116180,-233.015915,813.935547,26.652147,-271.140930,762.101685,25.366083,-193.131943,785.571533,-59.460560,-209.617065,803.633606,242.860474,-0.320058,1113.505981,,,,224.797043,5.777215,974.527466
3,0,295.444031,205.240540,1114.802856,265.252625,297.901428,919.535339,,,,275.862396,362.087219,796.804871,209.828949,240.078476,793.352173,194.983353,114.274132,753.194275,209.769394,100.132973,833.038940,188.299881,9.888623,811.372864,315.644714,-185.780075,1113.186768,282.592224,-265.222504,910.125916,288.349060,-223.287399,749.766724,271.138794,-299.698029,800.400635,147.099777,-233.038254,813.919189,26.649492,-271.149231,762.101746,25.374180,-193.149185,785.580322,-59.458191,-209.621155,803.633240,242.909775,-0.319958,1113.502930,,,,224.864014,5.782078,974.514832
4,0,295.527863,205.216019,1114.801880,265.390594,297.921143,919.523071,,,,275.998810,362.087585,796.796143,209.958344,240.004654,793.312683,195.048538,114.284401,753.169250,209.848221,100.107910,832.988953,188.270264,9.987317,811.339417,315.666809,-185.790314,1113.161743,282.580505,-265.234039,910.124878,288.351379,-223.320328,749.757446,271.127289,-299.734924,800.404175,147.108444,-233.079666,813.924255,26.650377,-271.152985,762.098083,25.384743,-193.158768,785.564087,-59.459366,-209.623810,803.626160,242.954239,-0.332301,1113.493408,,,,224.924820,5.782793,974.493347
5,0,295.621735,205.201202,1114.784180,265.514465,297.920105,919.525452,,,,276.138458,362.077576,796.776672,210.056656,240.018463,793.309875,195.109665,114.292953,753.145386,210.082886,100.058342,832.914368,188.382202,10.002199,811.286133,315.682281,-185.807083,1113.158691,282.553101,-265.249390,910.117920,288.357666,-223.353394,749.743103,271.122437,-299.777557,800.411255,147.120026,-233.114471,813.954407,26.648975,-271.171509,762.101868,25.380793,-193.175598,785.560242,-59.470028,-209.609512,803.621216,243.011444,-0.259675,1113.480347,,,,224.980347,5.808352,974.481750
6,0,295.716736,205.201187,1114.765381,265.637787,297.909760,919.521118,,,,276.256165,362.061676,796.774963,210.136215,240.033813,793.311951,195.191986,114.306221,753.133301,210.099335,100.087311,832.925537,188.427139,10.027298,811.281311,315.699890,-185.805893,1113.150269,282.553223,-265.261261,910.117798,288.372711,-223.372437,749.743530,271.124969,-299.814331,800.426941,147.114609,-233.115753,813.958923,26.642942,-271.175446,762.109375,25.387136,-193.190369,785.548340,-59.481911,-209.607285,803.624451,243.079544,-0.220709,1113.466309,,,,225.041168,5.807426,974.471863
7,0,295.840363,205.190125,1114.765381,265.749207,297.908417,919.525574,,,,276.397522,362.048462,796.768616,210.222534,240.013901,793.324280,195.261414,114.340218,753.136963,210.145111,100.084961,832.930542,188.450760,10.074795,811.292664,315.723541,-185.812347,1113.164429,282.560089,-265.283508,910.122437,288.389465,-223.414719,749.749695,271.126129,-299.852570,800.439880,147.124298,-233.174469,813.994080,26.643528,-271.193848,762.115906,25.384544,-193.212067,785.544983,-59.485298,-209.602722,803.627869,243.149826,-0.222630,1113.461304,,,,225.105499,5.828043,974.471069
8,0,295.947815,205.184647,1114.767700,265.867004,297.884613,919.523376,,,,276.510101,362.041656,796.777893,210.280991,240.119675,793.362305,195.319565,114.349213,753.161255,210.195801,100.094315,832.942688,188.468765,10.119752,811.292053,315.752777,-185.812759,1113.175659,282.575623,-265.298218,910.138245,288.375671,-223.429260,749.773682,271.123627,-299.876129,800.453613,147.133972,-233.183350,814.018311,26.627295,-271.216766,762.128113,25.388622,-193.228851,785.547974,-59.491508,-209.600174,803.638428,243.208755,-0.160879,1113.461670,,,,225.175568,5.858940,974.476196
9,0,296.037170,205.185867,1114.765991,265.966766,297.876984,919.515076,,,,276.617798,362.008667,796.767212,210.378448,240.073883,793.343262,195.356888,114.359627,753.181030,210.239899,100.061882,832.940430,188.493881,10.097193,811.352600,315.795044,-185.817169,1113.185669,282.590210,-265.308960,910.144470,288.373291,-223.430908,749.783325,271.111328,-299.877380,800.468750,147.142288,-233.188263,814.040588,26.624529,-271.207764,762.130432,25.380644,-193.239059,785.544250,-59.504623,-209.590591,803.646729,243.276306,-0.183785,1113.461182,,,,225.234604,5.870522,974.489807
10,0,296.128357,205.169327,1114.766113,266.078857,297.835510,919.504700,,,,276.693512,361.981262,796.757263,210.469391,240.016647,793.337646,195.387131,114.376183,753.184753,210.296432,100.078377,832.938843,188.477234,10.188250,811.352417,315.830200,-185.822876,1113.177856,282.605652,-265.305328,910.136047,288.402802,-223.435959,749.791809,271.113831,-299.870789,800.467346,146.905090,-232.681808,813.982483,26.635817,-271.211395,762.125977,25.387875,-193.232986,785.525818,-59.507545,-209.584808,803.638794,243.348236,-0.180330,1113.459229,,,,225.298355,5.878709,974.505554
11,0,296.236755,205.154724,1114.754028,266.172852,297.804260,919.476624,,,,276.781189,361.912323,796.729553,210.528046,240.009308,793.348022,195.439041,114.385368,753.196228,210.326904,100.145264,832.976746,188.533020,10.147838,811.381531,315.876984,-185.847290,1113.176880,282.634277,-265.302551,910.129089,288.393707,-223.418549,749.763855,271.132080,-299.870178,800.462524,147.160431,-233.219162,814.078735,26.645069,-271.213074,762.114685,25.379286,-193.237152,785.511597,-59.515015,-209.564438,803.634094,243.410049,-0.205926,1113.467041,,,,225.362595,5.895499,974.506348
12,0,296.335236,205.160461,1114.741455,266.273529,297.811340,919.483704,,,,276.867706,361.883698,796.722412,210.603073,240.026291,793.353455,195.464874,114.370918,753.213928,210.368195,100.162483,833.005310,188.569168,10.158962,811.382813,315.909729,-185.848022,1113.181763,282.650238,-265.301605,910.116455,288.383606,-223.380936,749.769958,271.140411,-299.856995,800.465210,147.147659,-233.226105,814.076477,26.648325,-271.200531,762.121338,25.388159,-193.233337,785.502991,-59.522549,-209.555191,803.633423,243.476837,-0.193646,1113.471924,,,,225.407043,5.890913,974.526306
13,0,296.450928,205.154343,1114.712524,266.337463,297.801331,919.473999,,,,276.967499,361.843994,796.698730,210.691360,240.005829,793.354431,195.500961,114.363190,753.236633,210.393875,100.043213,832.990723,188.514038,10.240931,811.424866,315.956635,-185.854355,1113.190796,282.675415,-265.286743,910.112061,288.392578,-223.355057,749.760315,271.160400,-299.847137,800.469177,147.161865,-233.228577,814.127625,26.647802,-271.204681,762.131592,25.378752,-193.239822,785.505737,-59.528461,-209.549698,803.641113,243.536407,-0.205347,1113.483521,,,,225.474121,5.895896,974.539978
14,0,296.547058,205.148331,1114.720459,266.440765,297.768829,919.444824,,,,277.058441,361.826874,796.674683,210.742233,239.979126,793.344238,195.549026,114.345863,753.244934,210.427643,100.065140,833.020691,188.557312,10.216617,811.436462,316.013641,-185.831970,1113.187134,282.695343,-265.281830,910.110107,288.384399,-223.304260,749.775269,271.173187,-299.828491,800.451538,147.200058,-233.236343,814.160889,26.642914,-271.194305,762.128296,25.389017,-193.249481,785.503296,-59.529663,-209.545349,803.650391,243.596069,-0.172557,1113.492432,,,,225.526627,5.870084,974.545044
15,0,296.631409,205.129913,1114.695435,266.555634,297.765930,919.407532,,,,277.160309,361.833862,796.654724,210.795227,239.959305,793.324402,195.572449,114.296120,753.243591,210.455811,100.067184,833.029114,188.564606,10.086984,811.524658,316.060211,-185.849777,1113.184326,282.729980,-265.274078,910.108704,288.392059,-223.270874,749.773315,271.178375,-299.783600,800.434326,147.185440,-233.213867,814.147095,26.658546,-271.189056,762.125610,25.395517,-193.233673,785.498718,-59.522831,-209.549927,803.651917,243.672134,-0.206484,1113.514526,,,,225.587418,5.954276,974.537170
16,0,296.699768,205.223969,1114.692261,266.637207,297.781464,919.381226,,,,277.233948,361.796509,796.611877,210.872833,239.943909,793.300293,195.617111,114.283157,753.221436,210.463867,100.064316,833.028137,188.618668,10.075951,811.498962,316.098846,-185.860352,1113.180176,282.753387,-265.239166,910.070068,288.401276,-223.234116,749.742310,271.193542,-299.756226,800.417603,147.199097,-233.184006,814.127319,26.666676,-271.175354,762.123657,25.382240,-193.217697,785.490479,-59.521507,-209.534180,803.649719,243.732010,-0.166281,1113.531128,,,,225.615799,5.916920,974.550415
17,0,296.799683,205.214462,1114.643433,266.722229,297.763336,919.317139,,,,277.320587,361.724274,796.554565,210.911530,239.935577,793.259583,195.650253,114.266479,753.197510,210.503891,100.086891,833.007507,188.568085,10.105671,811.516052,316.157532,-185.866028,1113.151001,282.779877,-265.206146,910.046448,288.397705,-223.193283,749.717896,271.214691,-299.713440,800.393982,147.201859,-233.157349,814.095947,26.683470,-271.161865,762.119263,25.398903,-193.190735,785.492126,-59.521633,-209.524429,803.637878,243.784744,-0.166060,1113.543335,,,,225.658997,5.948816,974.543457
18,0,296.858856,205.202362,1114.610107,266.803436,297.740906,919.266113,,,,277.409698,361.662689,796.499573,210.990509,239.879745,793.206604,195.691040,114.247803,753.163940,210.535522,100.068085,832.987000,188.646149,10.133168,811.377747,316.208435,-185.873657,1113.148804,282.792389,-265.181976,910.020203,288.405762,-223.153702,749.709717,271.229187,-299.685608,800.368530,147.216660,-233.178818,814.104431,26.693556,-271.159180,762.110840,25.398075,-193.197632,785.466858,-59.510204,-209.531372,803.631592,243.834915,-0.206266,1113.541992,,,,225.699966,5.960516,974.530090
19,0,296.963562,205.252258,1114.583130,266.933136,297.692291,919.225403,,,,277.522400,361.608734,796.425354,211.071915,239.823013,793.164551,195.691818,114.251442,753.159180,210.532227,100.031197,832.972290,188.689560,10.116081,811.357727,316.253052,-185.849228,1113.136108,282.813599,-265.166412,910.018799,288.408630,-223.112244,749.704712,271.250092,-299.657745,800.356995,147.232742,-233.165894,814.112122,26.703981,-271.152527,762.111206,25.407677,-193.194763,785.472046,-59.503559,-209.529587,803.635132,243.892746,-0.176620,1113.563843,,,,225.737015,5.925869,974.530090
20,0,297.016296,205.273041,1114.560425,267.048859,297.668121,919.162048,,,,277.635803,361.542267,796.368408,211.139755,239.821503,793.132874,195.718613,114.216240,753.164734,210.588623,100.003242,833.016968,188.559341,10.059977,811.530518,316.291412,-185.838226,1113.137207,282.831726,-265.148041,910.021484,288.418884,-223.113861,749.725647,271.263550,-299.619476,800.359619,147.036545,-232.717590,814.059509,26.707502,-271.137451,762.117065,25.411339,-193.186890,785.485413,-59.507050,-209.529800,803.645142,243.942291,-0.194943,1113.584717,,,,225.761765,5.949993,974.536499
21,0,297.100708,205.271393,1114.530151,267.161957,297.640839,919.103455,,,,277.744049,361.491577,796.269470,211.213699,239.795013,793.099060,195.735535,114.175400,753.160706,210.671478,99.956985,832.999084,188.614807,10.133700,811.447144,316.335510,-185.839478,1113.151855,282.861786,-265.131683,910.021179,288.427032,-223.088608,749.729736,271.274841,-299.596802,800.351685,147.031723,-232.681580,814.032898,26.714207,-271.127686,762.117493,25.424290,-193.174835,785.478760,-59.502155,-209.530792,803.647522,243.977051,-0.165965,1113.590210,,,,225.799973,5.971417,974.555237
22,0,297.137421,205.289627,1114.496338,267.250885,297.615204,919.015869,,,,277.847687,361.394318,796.189209,211.301483,239.760803,793.039978,195.775314,114.165001,753.129517,210.655426,99.983147,832.947876,188.673416,10.092970,811.436462,316.378174,-185.817932,1113.132202,282.877594,-265.117615,910.016846,288.415222,-223.046219,749.718384,271.294403,-299.585358,800.355469,147.025589,-232.678497,814.031921,26.721233,-271.124786,762.110962,25.418699,-193.173553,785.476990,-59.496586,-209.537292,803.643005,244.019089,-0.150571,1113.585083,,,,225.816345,5.973833,974.556824
23,0,297.198578,205.329605,1114.457642,267.340424,297.605377,918.944824,,,,277.998962,361.380249,796.092834,211.415909,239.794785,793.016418,195.793869,114.166214,753.113281,210.752808,99.927994,832.994568,188.639999,10.061481,811.509705,316.402405,-185.831345,1113.148682,282.899780,-265.099854,910.018311,288.404388,-223.031921,749.698547,271.303009,-299.567841,800.351929,147.026169,-232.654800,814.016785,26.727646,-271.121490,762.111511,25.419569,-193.155457,785.465881,-59.495968,-209.520554,803.635803,244.045517,-0.129141,1113.585938,,,,225.820724,6.000410,974.566833
24,0,297.256714,205.361298,1114.411133,267.425812,297.605927,918.876221,,,,278.104309,361.324890,796.001709,211.488174,239.784454,792.969360,195.848114,114.168800,753.125000,210.777008,99.922180,832.950867,188.714233,10.054671,811.447327,316.437531,-185.821808,1113.149658,282.906372,-265.085205,910.017700,288.405060,-223.016220,749.703369,271.312408,-299.564972,800.372253,147.022781,-232.670563,814.057434,26.731283,-271.122772,762.109680,25.427504,-193.149231,785.471252,-59.491673,-209.514130,803.626404,244.066650,-0.117216,1113.594116,,,,225.855011,6.017046,974.570618
25,0,297.328857,205.380310,1114.383423,267.558533,297.631134,918.837708,,,,278.219482,361.316071,795.949280,211.578674,239.735718,792.912659,195.894562,114.143600,753.111694,210.886292,99.889610,832.909302,188.661819,10.057737,811.514221,316.440674,-185.815948,1113.180542,282.931763,-265.090759,910.033264,288.402557,-223.012100,749.729431,271.305023,-299.556091,800.382446,147.009857,-232.634247,814.043396,26.726225,-271.119110,762.118469,25.412333,-193.149933,785.467834,-59.498547,-209.522903,803.635315,244.101471,-0.113855,1113.592041,,,,225.887863,6.063355,974.554871
26,0,297.394714,205.414337,1114.371826,267.646759,297.622681,918.786438,,,,278.344696,361.307526,795.911133,211.691956,239.732285,792.871033,195.944260,114.120506,753.084412,210.986069,99.882515,832.855408,188.780853,10.035128,811.428833,316.458374,-185.801102,1113.200806,282.936981,-265.097076,910.065308,288.423950,-223.032822,749.760376,271.307892,-299.572327,800.403809,147.004456,-232.599564,814.057678,26.720926,-271.111481,762.122620,25.423571,-193.156021,785.476074,-59.498688,-209.526886,803.636475,244.142120,-0.084772,1113.605225,,,,225.920792,6.032864,974.552490
27,0,297.456177,205.438217,1114.355591,267.742340,297.651764,918.767029,,,,278.465912,361.319946,795.860107,211.720779,239.691986,792.832153,195.952438,114.135208,753.085754,210.988007,99.827469,832.881470,188.724594,10.042545,811.518860,316.451874,-185.748199,1113.219116,282.943085,-265.102264,910.086121,288.428528,-223.053146,749.782349,271.300690,-299.570496,800.428833,146.997665,-232.606903,814.080566,26.724545,-271.106903,762.122437,25.426771,-193.151901,785.487244,-59.496971,-209.520996,803.638062,244.178207,-0.074137,1113.608398,,,,225.956268,6.040465,974.539856
28,0,297.540710,205.439758,1114.318481,267.883606,297.714447,918.757690,,,,278.556335,361.316437,795.836121,211.806992,239.704742,792.809692,196.000275,114.168625,753.117249,211.067551,99.834763,832.872925,188.739548,10.052556,811.507141,316.443787,-185.731461,1113.233154,282.939514,-265.096100,910.112610,288.446228,-223.092590,749.811768,271.293457,-299.568451,800.460266,146.981354,-232.595490,814.094666,26.717270,-271.113068,762.134583,25.429295,-193.151199,785.484253,-59.500607,-209.514786,803.640564,244.203323,-0.015991,1113.613281,,,,225.985107,6.050672,974.539551
29,0,297.594086,205.466278,1114.302002,267.964050,297.733276,918.725525,,,,278.656891,361.267120,795.779114,211.877121,239.707092,792.760071,196.042450,114.180023,753.075684,211.056870,99.932510,832.821289,188.794556,10.126433,811.419067,316.455750,-185.721375,1113.249512,282.927673,-265.097565,910.127258,288.448883,-223.090851,749.812866,271.283600,-299.582794,800.491272,146.971664,-232.587708,814.107605,26.710306,-271.121552,762.142578,25.432116,-193.147385,785.474121,-59.496189,-209.505325,803.624390,244.215973,0.039643,1113.597290,,,,226.003235,6.087213,974.527954
30,0,297.656158,205.444336,1114.271362,268.016876,297.745178,918.693054,,,,278.745300,361.263214,795.747131,211.919800,239.759476,792.743958,196.072601,114.241562,753.076599,211.064331,99.932045,832.847778,188.702911,10.173607,811.470947,316.463989,-185.696655,1113.253296,282.902740,-265.080658,910.162170,288.427277,-223.104553,749.825134,271.267334,-299.599091,800.521912,146.937790,-232.548721,814.087097,26.717932,-271.136444,762.147156,25.420626,-193.137238,785.468018,-59.502201,-209.500809,803.619873,244.246307,0.064034,1113.596436,,,,226.023987,6.116580,974.533630
31,0,297.739349,205.491913,1114.257324,268.088348,297.780060,918.673462,,,,278.850800,361.285919,795.717957,211.981293,239.783112,792.753845,196.046768,114.233894,753.062683,211.076462,99.921074,832.905579,188.705109,10.202684,811.480103,316.449188,-185.691910,1113.279053,282.878113,-265.084869,910.196167,288.444489,-223.149109,749.866577,271.243500,-299.620667,800.575256,146.923767,-232.533188,814.109009,26.707605,-271.138855,762.163879,25.420271,-193.145706,785.477173,-59.498447,-209.493164,803.625305,244.291351,0.091641,1113.614990,,,,226.053680,6.107586,974.545776
32,0,297.795258,205.507858,1114.260254,268.153870,297.785919,918.644531,,,,278.929535,361.351685,795.704041,212.051163,239.789185,792.744507,196.078506,114.208138,753.070984,211.132813,99.919937,832.881165,188.775909,10.159670,811.504700,316.453735,-185.679947,1113.304443,282.858643,-265.095917,910.232056,288.449005,-223.177704,749.908936,271.235962,-299.645508,800.611450,146.917297,-232.570084,814.144043,26.704580,-271.131927,762.169312,25.421976,-193.163696,785.490723,-59.502491,-209.503677,803.620850,244.321671,0.099521,1113.622314,,,,226.071625,6.165959,974.549133
33,0,297.858734,205.517502,1114.247314,268.240387,297.790283,918.638794,,,,279.011230,361.361572,795.703735,212.112686,239.810394,792.741150,196.120209,114.231216,753.062195,211.168854,99.950279,832.883789,188.711136,10.136107,811.628723,316.443787,-185.661667,1113.313721,282.845398,-265.088715,910.257019,288.477386,-223.214691,749.944885,271.220062,-299.669525,800.643127,147.195526,-233.176590,814.270752,26.705027,-271.145935,762.164978,25.423937,-193.166306,785.497864,-59.502163,-209.502701,803.621094,244.352890,0.123836,1113.622803,,,,226.078598,6.167163,974.567688
34,0,297.921326,205.519882,1114.240234,268.327148,297.816681,918.646362,,,,279.069489,361.371399,795.701843,212.140411,239.830353,792.750916,196.145859,114.253952,753.068542,211.151123,100.008247,832.886780,188.838486,10.218923,811.507446,316.447906,-185.638626,1113.314819,282.838745,-265.087830,910.287170,288.468445,-223.231583,749.946960,271.214691,-299.680603,800.666382,147.187881,-233.156082,814.256836,26.700315,-271.142700,762.177246,25.438110,-193.179764,785.499023,-59.501328,-209.493317,803.625610,244.371857,0.181694,1113.620972,,,,226.091507,6.211211,974.570374
35,0,298.002808,205.526962,1114.227905,268.377258,297.854553,918.662598,,,,279.105286,361.358978,795.685547,212.185394,239.857574,792.754761,196.160690,114.271523,753.081970,211.176773,100.104820,832.827881,188.825485,10.248220,811.517090,316.439606,-185.639679,1113.326660,282.826111,-265.078949,910.284912,288.458405,-223.242752,749.943542,271.200134,-299.693542,800.692505,146.982300,-232.727127,814.193176,26.700020,-271.140564,762.176208,25.414732,-193.160995,785.491760,-59.502705,-209.492676,803.614075,244.405807,0.190051,1113.626099,,,,226.086670,6.197649,974.571472
