Trajectories
100
,,ValidationHealth004:Rdeltoid,,,ValidationHealth004:RMidArm,,,ValidationHealth004:RElbRadial,,,ValidationHealth004:RElbUlna,,,ValidationHealth004:RMidForeArm,,,ValidationHealth004:RWrist1,,,ValidationHealth004:RWrist2,,,ValidationHealth004:RFingerJoint,,,ValidationHealth004:LDeltoid,,,ValidationHealth004:LMidArm,,,ValidationHealth004:LElbRadial,,,ValidationHealth004:LElbUlna,,,ValidationHealth004:LMidForearm,,,ValidationHealth004:Lwrist1,,,ValidationHealth004:LWrist2,,,ValidationHealth004:LFingerJoint,,,ValidationHealth004:C7,,,ValidationHealth004:Neck,,,ValidationHealth004:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,306.405090,208.746078,1114.793579,289.072998,305.251373,920.998474,,,,306.989746,371.288269,799.946594,229.530609,258.481659,783.119873,206.019150,136.655640,732.148743,210.564133,115.760216,811.404846,187.741730,28.419695,777.510620,309.710175,-182.946976,1110.427368,281.192780,-262.540283,907.765564,288.011292,-221.655045,747.180237,271.167145,-297.848541,798.418030,147.093079,-230.249237,812.317749,26.564314,-270.339600,762.906189,25.283594,-191.786896,784.956787,-59.748413,-208.611191,803.502136,240.640732,5.421873,1113.430664,,,,222.471497,13.918093,975.985840
2,0,306.485413,208.667801,1114.783691,289.243164,305.193146,920.949829,,,,307.143982,371.172058,799.875244,229.654282,258.315857,783.073608,206.032578,136.581818,732.157532,210.568863,115.692513,811.408752,187.742371,28.306047,777.515076,309.714478,-182.976334,1110.410522,281.188293,-262.572876,907.753174,288.040161,-221.685226,747.194763,271.161621,-297.869171,798.402100,147.107635,-230.262848,812.308716,26.556940,-270.347809,762.899719,25.284512,-191.798508,784.961670,-59.742859,-208.623627,803.512207,240.657593,5.370172,1113.393311,,,,222.516113,13.873704,975.974487
3,0,306.607086,208.627274,1114.743652,289.407898,305.139038,920.907471,,,,307.301849,371.048950,799.812988,229.743866,258.306641,783.042908,206.082306,136.485107,732.126038,210.610657,115.620308,811.406250,187.746933,28.271086,777.523499,309.715942,-183.005066,1110.390991,281.190521,-262.593414,907.737366,288.039032,-221.724808,747.190491,271.154266,-297.893280,798.394714,147.102371,-230.260040,812.283997,26.551382,-270.344177,762.900208,25.290379,-191.802216,784.962830,-59.750641,-208.607147,803.510193,240.677719,5.326899,1113.357056,,,,222.535172,13.857829,975.955261
4,0,306.716980,208.625473,1114.742920,289.560913,305.081177,920.887451,,,,307.448120,370.966919,799.760620,229.833405,258.224365,783.034424,206.154510,136.411346,732.113220,210.679001,115.539856,811.385254,187.759750,28.200283,777.544067,309.731110,-183.056915,1110.373047,281.185974,-262.614075,907.726440,288.042267,-221.734268,747.176514,271.148865,-297.896179,798.369751,147.103989,-230.259521,812.284485,26.550051,-270.347290,762.898254,25.286324,-191.790955,784.957214,-59.749561,-208.604050,803.503967,240.694366,5.343428,1113.318604,,,,222.577133,13.828412,975.938721
5,0,306.811188,208.581863,1114.694702,289.720459,305.021362,920.849670,,,,307.584076,370.833771,799.696655,229.947891,258.134308,782.984009,206.194550,136.352127,732.086243,210.707138,115.489998,811.370361,187.771576,28.164820,777.533813,309.719482,-183.105240,1110.361816,281.172852,-262.634094,907.688782,288.040161,-221.746201,747.152344,271.145996,-297.924744,798.349365,147.116669,-230.300049,812.275757,26.545078,-270.343353,762.881042,25.292217,-191.807419,784.938171,-59.753834,-208.593964,803.500549,240.711761,5.279024,1113.273315,,,,222.605209,13.806734,975.912964
6,0,306.889160,208.547089,1114.653442,289.852997,304.956177,920.816162,,,,307.728851,370.739807,799.629028,230.060028,258.084167,782.945923,206.258362,136.302109,732.069397,210.763565,115.454018,811.344116,187.782364,28.167192,777.508057,309.714478,-183.161667,1110.359985,281.166107,-262.651947,907.656372,288.031769,-221.747238,747.124878,271.134583,-297.944611,798.317810,147.125122,-230.355774,812.281860,26.542974,-270.353363,762.869080,25.286034,-191.817337,784.917969,-59.755802,-208.585678,803.497253,240.717026,5.309947,1113.223022,,,,222.645828,13.785025,975.881775
7,0,306.971191,208.514282,1114.643921,289.980316,304.880676,920.781006,,,,307.900421,370.627625,799.593750,230.147522,258.051666,782.930237,206.310089,136.272293,732.065918,210.828827,115.407692,811.319153,187.812927,28.153259,777.506165,309.716034,-183.221451,1110.341431,281.166870,-262.686035,907.632019,288.026886,-221.750763,747.093750,271.130859,-297.963409,798.295593,147.158630,-230.392303,812.290894,26.537939,-270.357635,762.862183,25.291962,-191.837509,784.904236,-59.758251,-208.592453,803.498047,240.751221,5.285233,1113.187988,,,,222.650909,13.756200,975.877197
8,0,307.023560,208.467499,1114.626343,290.098145,304.838623,920.745667,,,,308.071472,370.583649,799.560547,230.211441,257.987762,782.887451,206.381348,136.275726,732.052673,210.890106,115.404785,811.285828,187.852280,28.159435,777.478882,309.698212,-183.282898,1110.339722,281.152100,-262.703583,907.608032,288.024170,-221.760437,747.083618,271.135345,-297.995819,798.277405,147.162567,-230.457047,812.315186,26.535566,-270.368530,762.860962,25.298098,-191.851471,784.897034,-59.760109,-208.591080,803.501221,240.769897,5.288310,1113.146362,,,,222.698502,13.749791,975.866699
9,0,307.080719,208.423065,1114.615845,290.198486,304.781799,920.721313,,,,308.209747,370.533783,799.558716,230.318420,258.034882,782.876343,206.470490,136.286118,732.046021,210.955658,115.415154,811.277893,187.881012,28.174198,777.467163,309.684418,-183.329666,1110.331909,281.153168,-262.738220,907.588867,288.022064,-221.765182,747.074158,271.126282,-298.008362,798.244751,147.188187,-230.502777,812.338135,26.537809,-270.378448,762.861694,25.308182,-191.882217,784.893494,-59.758621,-208.598404,803.508728,240.810608,5.147768,1113.123779,,,,222.723282,13.730922,975.864380
