Trajectories
100
,,ValidationHealth004:Rdeltoid,,,ValidationHealth004:RMidArm,,,ValidationHealth004:RElbRadial,,,ValidationHealth004:RElbUlna,,,ValidationHealth004:RMidForeArm,,,ValidationHealth004:RWrist1,,,ValidationHealth004:RWrist2,,,ValidationHealth004:RFingerJoint,,,ValidationHealth004:LDeltoid,,,ValidationHealth004:LMidArm,,,ValidationHealth004:LElbRadial,,,ValidationHealth004:LElbUlna,,,ValidationHealth004:LMidForearm,,,ValidationHealth004:Lwrist1,,,ValidationHealth004:LWrist2,,,ValidationHealth004:LFingerJoint,,,ValidationHealth004:C7,,,ValidationHealth004:Neck,,,ValidationHealth004:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,295.787933,208.393036,1109.790283,279.460754,298.732635,911.897949,,,,297.282013,362.118835,789.599487,223.684677,245.928131,779.355896,204.218521,121.685310,734.582825,210.549133,104.831528,814.549927,194.342285,14.980190,785.661682,307.819885,-183.111694,1109.717896,280.753723,-262.698639,905.957947,289.522797,-220.785110,745.969788,273.017731,-297.535553,795.980530,148.757904,-230.286987,809.661194,28.490145,-270.236298,759.187134,25.866306,-192.441925,782.853271,-55.519932,-213.703598,808.724976,232.766296,5.474017,1115.608276,,,,222.441772,9.763943,968.588196
2,0,295.795837,208.373489,1109.804810,279.453217,298.750214,911.939636,,,,297.262512,362.146423,789.635193,223.692413,245.929077,779.377197,204.225479,121.710411,734.596130,210.556641,104.867149,814.552185,194.376083,15.003105,785.648315,307.786896,-183.135559,1109.713867,280.734039,-262.706818,905.952332,289.496643,-220.795807,745.945251,273.009430,-297.560913,795.991577,148.753693,-230.280228,809.642944,28.489599,-270.247314,759.188232,25.875221,-192.445206,782.844482,-55.525394,-213.699982,808.715759,232.759872,5.469424,1115.580322,,,,222.439255,9.768004,968.576538
3,0,295.814606,208.364334,1109.814941,279.454407,298.746582,911.957703,,,,297.252380,362.137024,789.663269,223.666153,245.977432,779.416687,204.221451,121.702026,734.612610,210.585922,104.841537,814.548889,194.403732,14.981757,785.649109,307.771729,-183.146362,1109.717407,280.713684,-262.726776,905.955750,289.495392,-220.818314,745.944824,272.994171,-297.587616,796.000183,148.743118,-230.290817,809.640686,28.484352,-270.245483,759.184143,25.871637,-192.450790,782.844666,-55.525604,-213.702682,808.717102,232.766617,5.445637,1115.568115,,,,222.441833,9.771471,968.574097
4,0,295.813690,208.329803,1109.839355,279.458649,298.742584,911.998352,,,,297.234283,362.148071,789.697693,223.677109,245.949051,779.463074,204.237045,121.698845,734.628845,210.591293,104.810616,814.586792,194.409271,14.985630,785.677490,307.768250,-183.157455,1109.714233,280.715088,-262.754608,905.965454,289.500763,-220.854919,745.958191,272.979767,-297.611328,796.011902,148.746826,-230.298386,809.652954,28.476170,-270.261292,759.187622,25.858974,-192.468735,782.853638,-55.529713,-213.700912,808.721191,232.760010,5.429676,1115.567505,,,,222.447784,9.741172,968.582947
5,0,295.803711,208.328964,1109.863770,279.457031,298.735687,912.036011,,,,297.238220,362.144135,789.732239,223.701141,245.858093,779.481750,204.246979,121.696831,734.675720,210.599152,104.804405,814.633301,194.429398,14.980295,785.718994,307.751556,-183.180466,1109.733398,280.705963,-262.786743,905.978638,289.520844,-220.872681,745.976013,272.968628,-297.639191,796.010925,148.757416,-230.353363,809.684570,28.467787,-270.270691,759.188965,25.868670,-192.503357,782.871216,-55.532154,-213.713242,808.733398,232.764679,5.402820,1115.545654,,,,222.444855,9.743541,968.597107
6,0,295.795624,208.333908,1109.887329,279.468018,298.727844,912.048645,,,,297.243500,362.123230,789.748901,223.686005,245.885818,779.493835,204.255173,121.683952,734.717957,210.615585,104.794479,814.649292,194.440933,14.977373,785.741211,307.751831,-183.196701,1109.738281,280.703400,-262.794678,905.973145,289.525085,-220.874634,745.961670,272.974182,-297.659149,796.012329,148.763489,-230.393997,809.693054,28.480289,-270.274017,759.198608,25.855417,-192.505936,782.876038,-55.538208,-213.715042,808.739807,232.763550,5.417352,1115.532837,,,,222.457748,9.755588,968.599182
7,0,295.787598,208.318283,1109.904907,279.480408,298.726990,912.066711,,,,297.237885,362.117584,789.767578,223.695129,245.815079,779.499390,204.269501,121.697319,734.737244,210.620163,104.806824,814.683228,194.444672,14.966367,785.782776,307.751404,-183.210693,1109.738525,280.700928,-262.800385,905.969543,289.558075,-220.914612,745.967651,272.972137,-297.670074,796.012390,148.798767,-230.433853,809.732605,28.478901,-270.287872,759.205383,25.855579,-192.528244,782.869873,-55.540527,-213.718033,808.738037,232.765091,5.406665,1115.525146,,,,222.439499,9.758130,968.597351
8,0,295.750366,208.290497,1109.899414,279.447998,298.715057,912.063965,,,,297.225555,362.110718,789.759399,223.696045,245.873306,779.518250,204.277527,121.696175,734.744446,210.610550,104.808815,814.693909,194.449142,14.952908,785.804321,307.757385,-183.225662,1109.735229,280.700470,-262.794586,905.956543,289.544281,-220.897766,745.941772,272.984283,-297.685974,796.009033,148.816101,-230.474884,809.766052,28.490601,-270.294647,759.205444,25.848095,-192.528168,782.870117,-55.545631,-213.720428,808.737244,232.745178,5.461239,1115.511108,,,,222.436676,9.754965,968.598083
9,0,295.738007,208.298630,1109.907471,279.448669,298.723328,912.072083,,,,297.225647,362.095978,789.757446,223.675034,245.853165,779.525024,204.279083,121.677757,734.766785,210.631348,104.814728,814.696167,194.459625,14.937434,785.830017,307.761108,-183.232300,1109.756592,280.705505,-262.787842,905.953430,289.533752,-220.868195,745.929688,272.985382,-297.682831,796.007751,148.829727,-230.511597,809.797302,28.489803,-270.295410,759.206970,25.844366,-192.543823,782.861755,-55.542664,-213.722153,808.737122,232.749741,5.448113,1115.503662,,,,222.441162,9.785995,968.609436
