Trajectories
100
,,ValidationHealth004:Rdeltoid,,,ValidationHealth004:RMidArm,,,ValidationHealth004:RElbRadial,,,ValidationHealth004:RElbUlna,,,ValidationHealth004:RMidForeArm,,,ValidationHealth004:RWrist1,,,ValidationHealth004:RWrist2,,,ValidationHealth004:RFingerJoint,,,ValidationHealth004:LDeltoid,,,ValidationHealth004:LMidArm,,,ValidationHealth004:LElbRadial,,,ValidationHealth004:LElbUlna,,,ValidationHealth004:LMidForearm,,,ValidationHealth004:Lwrist1,,,ValidationHealth004:LWrist2,,,ValidationHealth004:LFingerJoint,,,ValidationHealth004:C7,,,ValidationHealth004:Neck,,,ValidationHealth004:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,298.735565,207.496613,1112.174072,278.059937,301.235260,915.470276,,,,294.945679,365.779144,793.649902,222.408539,249.076920,775.594849,202.130981,128.022522,724.542175,208.620575,107.194069,803.742188,188.477127,18.119881,771.004150,314.612122,-184.287354,1112.241333,282.439850,-263.581879,909.499817,288.187439,-221.776306,749.130310,271.303192,-298.191223,799.815186,146.705185,-231.444199,813.487183,26.698727,-270.729706,762.150452,25.143143,-192.703903,785.432312,-59.630054,-209.591171,803.722595,244.619049,1.286054,1108.903320,,,,225.799881,8.484015,974.109619
2,0,298.753632,207.490051,1112.154541,278.088593,301.228973,915.453552,,,,295.002319,365.763123,793.628357,222.439590,249.079346,775.592468,202.153198,128.018143,724.522888,208.639114,107.211205,803.704529,188.487106,18.128477,770.975281,314.611481,-184.287384,1112.238037,282.448608,-263.575256,909.498657,288.192963,-221.771988,749.127930,271.314026,-298.189087,799.817566,146.526138,-231.303528,813.174194,26.707809,-270.743683,762.148438,25.144203,-192.698486,785.427307,-59.635609,-209.591171,803.718506,244.623505,1.317294,1108.901245,,,,225.801437,8.483328,974.085999
3,0,298.770050,207.499969,1112.149170,278.129608,301.223022,915.430359,,,,295.052673,365.755310,793.602905,222.490631,249.069534,775.566833,202.163986,128.025879,724.533569,208.668884,107.201180,803.713623,188.493256,18.119097,770.983459,314.600281,-184.285263,1112.246338,282.448883,-263.558868,909.497437,288.187286,-221.751022,749.124573,271.313080,-298.176453,799.816956,146.703674,-231.436310,813.476501,26.699759,-270.740417,762.152222,25.145332,-192.713669,785.433411,-59.639057,-209.603836,803.733093,244.615234,1.332929,1108.896851,,,,225.787003,8.513127,974.081970
4,0,298.782257,207.510803,1112.133057,278.158173,301.227783,915.421936,,,,295.089020,365.741547,793.594360,222.526123,249.057556,775.556946,202.194305,128.012085,724.539246,208.692764,107.206337,803.721375,188.536438,18.089964,771.030090,314.593719,-184.271973,1112.247681,282.468903,-263.558075,909.500244,288.161316,-221.720795,749.129517,271.315521,-298.165222,799.812317,146.710510,-231.421707,813.470825,26.705774,-270.742432,762.152954,25.136597,-192.708740,785.431274,-59.629345,-209.607941,803.732361,244.612808,1.359257,1108.882935,,,,225.792953,8.497995,974.083496
5,0,298.781036,207.515671,1112.139282,278.200500,301.225464,915.410522,,,,295.131897,365.733124,793.577759,222.534515,249.057297,775.568481,202.211761,128.020340,724.537109,208.701218,107.210121,803.719299,188.551773,18.100664,771.025024,314.585510,-184.264862,1112.249268,282.483429,-263.545624,909.482605,288.214600,-221.719086,749.138428,271.321777,-298.151062,799.805664,146.716644,-231.439011,813.483704,26.704824,-270.744934,762.147949,25.136045,-192.725662,785.423035,-59.638355,-209.602737,803.741211,244.628586,1.304993,1108.880493,,,,225.793030,8.507706,974.084534
6,0,298.779541,207.550323,1112.123779,278.247375,301.223145,915.384949,,,,295.160645,365.714203,793.552734,222.549286,249.055969,775.565979,202.207916,128.033173,724.520447,208.710220,107.237999,803.705688,188.550217,18.121908,771.007019,314.583191,-184.271072,1112.256226,282.485321,-263.538086,909.459290,288.214539,-221.683029,749.117615,271.333893,-298.137207,799.792603,146.734848,-231.418900,813.477112,26.722994,-270.751648,762.151855,25.141972,-192.719009,785.405762,-59.642635,-209.584976,803.735718,244.616470,1.354039,1108.862183,,,,225.772156,8.552303,974.079529
7,0,298.792999,207.536896,1112.093994,278.278015,301.216766,915.352417,,,,295.189117,365.710480,793.523743,222.551498,249.057205,775.565979,202.189865,128.023697,724.505432,208.695053,107.241600,803.701172,188.531311,18.140764,770.988525,314.580536,-184.265854,1112.248291,282.497620,-263.514526,909.432251,288.199951,-221.649414,749.102966,271.346100,-298.123047,799.790222,146.748840,-231.426620,813.487366,26.726158,-270.748383,762.144043,25.142963,-192.732162,785.374817,-59.659565,-209.580200,803.726501,244.615173,1.368440,1108.847534,,,,225.773788,8.572768,974.070984
8,0,298.790405,207.583847,1112.087891,278.305420,301.217560,915.330750,,,,295.243652,365.711853,793.504333,222.562469,249.053238,775.534973,202.188339,128.018158,724.490845,208.691528,107.256058,803.689514,188.523071,18.122009,770.971924,314.559326,-184.256561,1112.252563,282.484558,-263.496307,909.415100,288.198883,-221.603973,749.100647,271.349335,-298.108765,799.770813,146.761200,-231.442230,813.498230,26.730742,-270.747223,762.139648,25.147715,-192.739059,785.372925,-59.664917,-209.560959,803.731262,244.616135,1.383343,1108.845825,,,,225.769470,8.593760,974.066040
9,0,298.798401,207.573212,1112.080078,278.333435,301.213806,915.313293,,,,295.252655,365.714264,793.485718,222.580658,249.031586,775.511536,202.178207,127.995712,724.474487,208.660446,107.331322,803.591003,189.098877,17.528490,771.077148,314.560638,-184.244156,1112.257568,282.485229,-263.470306,909.407227,288.198975,-221.575180,749.108093,271.352051,-298.086029,799.765076,146.592926,-231.275238,813.208191,26.728107,-270.741791,762.135315,25.144611,-192.748886,785.363098,-59.670113,-209.555161,803.732178,244.634811,1.369170,1108.833862,,,,225.764771,8.633740,974.060120
